x,y,z,nx,ny,nz,u,v
1.49521200,3.75000000,0.29026008,0.120465,-0.135107,0.983481,0.175000,0.750000
1.58112067,4.00000000,0.31408129,0.117048,-0.133987,0.984046,0.175000,0.800000
1.66702934,4.25000000,0.33790249,0.113332,-0.132767,0.984647,0.175000,0.850000
1.75293801,4.50000000,0.36172370,0.109275,-0.131433,0.985284,0.175000,0.900000
1.83884668,4.75000000,0.38554490,0.104829,-0.129970,0.985961,0.175000,0.950000
1.92475535,5.00000000,0.40936611,0.099933,-0.128356,0.986680,0.175000,1.000000
0.24977544,0.00000000,-0.07362131,0.146117,-0.143711,0.978773,0.200000,0.000000
0.33461138,0.25000000,-0.04957928,0.144812,-0.143292,0.979028,0.200000,0.050000
0.41944732,0.50000000,-0.02553726,0.143438,-0.142852,0.979295,0.200000,0.100000
0.50428326,0.75000000,-0.00149523,0.141989,-0.142387,0.979574,0.200000,0.150000
0.58911921,1.00000000,0.02254680,0.140459,-0.141896,0.979866,0.200000,0.200000
0.67395515,1.25000000,0.04658883,0.138841,-0.141376,0.980171,0.200000,0.250000
0.75879109,1.50000000,0.07063085,0.137127,-0.140825,0.980492,0.200000,0.300000
0.84362703,1.75000000,0.09467288,0.135307,-0.140240,0.980829,0.200000,0.350000
0.92846297,2.00000000,0.11871491,0.133374,-0.139618,0.981182,0.200000,0.400000
1.01329891,2.25000000,0.14275693,0.131314,-0.138955,0.981554,0.200000,0.450000
1.09813485,2.50000000,0.16679896,0.129116,-0.138246,0.981946,0.200000,0.500000
1.18297079,2.75000000,0.19084099,0.126765,-0.137488,0.982358,0.200000,0.550000
1.26780673,3.00000000,0.21488301,0.124244,-0.136675,0.982794,0.200000,0.600000
1.35264267,3.25000000,0.23892504,0.121535,-0.135800,0.983254,0.200000,0.650000
1.43747861,3.50000000,0.26296707,0.118616,-0.134856,0.983740,0.200000,0.700000
1.52231455,3.75000000,0.28700909,0.115461,-0.133835,0.984255,0.200000,0.750000
1.60715050,4.00000000,0.31105112,0.112041,-0.132727,0.984800,0.200000,0.800000
1.69198644,4.25000000,0.33509315,0.108320,-0.131520,0.985378,0.200000,0.850000
1.77682238,4.50000000,0.35913518,0.104259,-0.130201,0.985991,0.200000,0.900000
1.86165832,4.75000000,0.38317720,0.099808,-0.128753,0.986641,0.200000,0.950000
1.94649426,5.00000000,0.40721923,0.094908,-0.127156,0.987332,0.200000,1.000000
0.29502179,0.00000000,-0.08022854,0.139415,-0.141811,0.980027,0.225000,0.000000
0.37873367,0.25000000,-0.05596191,0.138108,-0.141397,0.980272,0.225000,0.050000
0.46244554,0.50000000,-0.03169528,0.136732,-0.140961,0.980528,0.225000,0.100000
0.54615742,0.75000000,-0.00742864,0.135281,-0.140501,0.980795,0.225000,0.150000
0.62986930,1.00000000,0.01683799,0.133748,-0.140015,0.981075,0.225000,0.200000
