x,y,z,nx,ny,nz,u,v
1.66898241,4.25000000,0.44780038,-0.193387,-0.008731,0.981084,0.175000,0.850000
1.75437113,4.50000000,0.46685660,-0.197449,-0.007283,0.980286,0.175000,0.900000
1.83975985,4.75000000,0.48591282,-0.201892,-0.005697,0.979391,0.175000,0.950000
1.92514856,5.00000000,0.50496904,-0.206774,-0.003952,0.978381,0.175000,1.000000
0.26399821,0.00000000,0.12981455,-0.100492,-0.041570,0.994069,0.200000,0.000000
0.34821192,0.25000000,0.14878232,-0.101828,-0.041111,0.993952,0.200000,0.050000
0.43242563,0.50000000,0.16775009,-0.103234,-0.040628,0.993827,0.200000,0.100000
0.51663934,0.75000000,0.18671786,-0.104716,-0.040118,0.993693,0.200000,0.150000
0.60085305,1.00000000,0.20568563,-0.106280,-0.039581,0.993548,0.200000,0.200000
0.68506676,1.25000000,0.22465340,-0.107934,-0.039012,0.993392,0.200000,0.250000
0.76928047,1.50000000,0.24362117,-0.109684,-0.038409,0.993224,0.200000,0.300000
0.85349418,1.75000000,0.26258894,-0.111541,-0.037770,0.993042,0.200000,0.350000
0.93770788,2.00000000,0.28155671,-0.113513,-0.037091,0.992844,0.200000,0.400000
1.02192159,2.25000000,0.30052448,-0.115612,-0.036367,0.992628,0.200000,0.450000
1.10613530,2.50000000,0.31949225,-0.117851,-0.035595,0.992393,0.200000,0.500000
1.19034901,2.75000000,0.33846002,-0.120244,-0.034770,0.992135,0.200000,0.550000
1.27456272,3.00000000,0.35742779,-0.122806,-0.033885,0.991852,0.200000,0.600000
1.35877643,3.25000000,0.37639556,-0.125558,-0.032934,0.991539,0.200000,0.650000
1.44299014,3.50000000,0.39536333,-0.128521,-0.031910,0.991193,0.200000,0.700000
1.52720385,3.75000000,0.41433109,-0.131719,-0.030803,0.990808,0.200000,0.750000
1.61141756,4.00000000,0.43329886,-0.135183,-0.029604,0.990378,0.200000,0.800000
1.69563127,4.25000000,0.45226663,-0.138945,-0.028300,0.989896,0.200000,0.850000
1.77984497,4.50000000,0.47123440,-0.143047,-0.026877,0.989351,0.200000,0.900000
1.86405868,4.75000000,0.49020217,-0.147536,-0.025318,0.988733,0.200000,0.950000
1.94827239,5.00000000,0.50916994,-0.152469,-0.023603,0.988026,0.200000,1.000000
0.31217570,0.00000000,0.13355713,-0.056215,-0.056842,0.996799,0.225000,0.000000
0.39517843,0.25000000,0.15249424,-0.057554,-0.056394,0.996748,0.225000,0.050000
0.47818115,0.50000000,0.17143135,-0.058963,-0.055921,0.996693,0.225000,0.100000
0.56118388,0.75000000,0.19036847,-0.060449,-0.055423,0.996631,0.225000,0.150000
0.64418660,1.00000000,0.20930558,-0.062018,-0.054898,0.996564,0.225000,0.200000
0.72718933,1.25000000,0.22824269,-0.063676,-0.054341,0.996490,0.225000,0.250000
0.81019205,1.50000000,0.24717980,-0.065432,-0.053752,0.996408,0.225000,0.300000
0.89319477,1.75000000,0.26611691,-0.067294,-0.053127,0.996318,0.225000,0.350000
0.97619750,2.00000000,0.28505403,-0.069272,-0.052463,0.996217,0.225000,0.400000
1.05920022,2.25000000,0.30399114,-0.071378,-0.051755,0.996106,0.225000,0.450000
1.14220295,2.50000000,0.32292825,-0.073624,-0.051000,0.995981,0.225000,0.500000
1.22520567,2.75000000,0.34186536,-0.076025,-0.050192,0.995842,0.225000,0.550000
1.30820840,3.00000000,0.36080248,-0.078597,-0.049326,0.995685,0.225000,0.600000
1.39121112,3.25000000,0.37973959,-0.081360,-0.048396,0.995509,0.225000,0.650000
1.47421384,3.50000000,0.39867670,-0.084334,-0.047393,0.995310,0.225000,0.700000
1.55721657,3.75000000,0.41761381,-0.087546,-0.046310,0.995083,0.225000,0.750000
1.64021929,4.00000000,0.43655092,-0.091024,-0.045135,0.994825,0.225000,0.800000
1.72322202,4.25000000,0.45548804,-0.094804,-0.043858,0.994529,0.225000,0.850000
1.80622474,4.50000000,0.47442515,-0.098926,-0.042464,0.994188,0.225000,0.900000
1.88922747,4.75000000,0.49336226,-0.103438,-0.040936,0.993793,0.225000,0.950000
1.97223019,5.00000000,0.51229937,-0.108398,-0.039254,0.993332,0.225000,1.000000
0.36146213,0.00000000,0.13545368,-0.022317,-0.068321,0.997414,0.250000,0.000000
0.44322853,0.25000000,0.15440780,-0.023656,-0.067883,0.997413,0.250000,0.050000
0.52499492,0.50000000,0.17336192,-0.025066,-0.067422,0.997410,0.250000,0.100000
0.60676131,0.75000000,0.19231604,-0.026552,-0.066935,0.997404,0.250000,0.150000
0.68852771,1.00000000,0.21127016,-0.028121,-0.066422,0.997395,0.250000,0.200000
0.77029410,1.25000000,0.23022428,-0.029780,-0.065878,0.997383,0.250000,0.250000
0.85206049,1.50000000,0.24917840,-0.031536,-0.065302,0.997367,0.250000,0.300000
